,taxon_name_w_authors,v10_11_12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species_w_author,v13_direct_accepted_name_w_author,v13_direct_accepted_species_w_author
872148,Gnaphalium sedoides Klatt,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum var. attenuatum,Pseudognaphalium attenuatum (DC.) Anderb.
872151,Gnaphalium roseum var. stramineum Kuntze,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum var. attenuatum,Pseudognaphalium attenuatum (DC.) Anderb.
872152,Gnaphalium albescens var. cubense Griseb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum var. attenuatum,Pseudognaphalium attenuatum (DC.) Anderb.
872154,Gnaphalium roseum var. angustifolium Benth.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium roseum (Kunth) Anderb.,Pseudognaphalium roseum (Kunth) Anderb.
872155,Gnaphalium roseum var. hololeucum Benth.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium roseum (Kunth) Anderb.,Pseudognaphalium roseum (Kunth) Anderb.
872156,Gnaphalium roseum var. sordescens Benth.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium attenuatum (DC.) Anderb.,Pseudognaphalium roseum (Kunth) Anderb.,Pseudognaphalium roseum (Kunth) Anderb.
872241,Gnaphalium ivesii A.Nelson & J.F.Macbr.,Pseudognaphalium viscosum (Kunth) Anderb.,Pseudognaphalium viscosum (Kunth) Anderb.,Pseudognaphalium viscosum (Kunth) Anderb.,Pseudognaphalium viscosum (Kunth) Anderb.,Pseudognaphalium macounii (Greene) Kartesz,Pseudognaphalium macounii (Greene) Kartesz
872353,Gnaphalium dealbatum var. luteofuscum (Webb) Lobin,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Pseudognaphalium luteoalbum (L.) Hilliard & B.L.Burtt,Pseudognaphalium luteoalbum (L.) Hilliard & B.L.Burtt
872354,Gnaphalium luteofuscum Webb,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Pseudognaphalium luteoalbum (L.) Hilliard & B.L.Burtt,Pseudognaphalium luteoalbum (L.) Hilliard & B.L.Burtt
872374,Gamochaeta subfalcata (Cabrera) Cabrera,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta subfalcata (Cabrera) Cabrera,Gamochaeta subfalcata (Cabrera) Cabrera
872375,Gnaphalium subfalcatum Cabrera,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta subfalcata (Cabrera) Cabrera,Gamochaeta subfalcata (Cabrera) Cabrera
872484,Gnaphalium lanatum G.Forst.,Euchiton involucratus (G.Forst.) Holub,Euchiton involucratus (G.Forst.) Holub,Euchiton involucratus (G.Forst.) Holub,Euchiton involucratus (G.Forst.) Holub,"Pseudognaphalium lanatum (G.Forst.) Smissen, Breitw. & de Lange","Pseudognaphalium lanatum (G.Forst.) Smissen, Breitw. & de Lange"
872544,Evax carpetana Lange,Filago carpetana subsp. carpetana,Filago carpetana subsp. carpetana,Filago carpetana subsp. carpetana,Filago carpetana (Lange) Chrtek & Holub,Filago carpetana (Lange) Chrtek & Holub,Filago carpetana (Lange) Chrtek & Holub
872659,Callilepis glabra DC.,Callilepis laureola DC.,Callilepis laureola DC.,Callilepis laureola DC.,Callilepis laureola DC.,Callilepis glabra DC.,Callilepis glabra DC.
872660,Callilepis hispida DC.,Callilepis laureola DC.,Callilepis laureola DC.,Callilepis laureola DC.,Callilepis laureola DC.,Callilepis laureola var. laureola,Callilepis laureola DC.
872661,Callilepis laureola var. intermedia Sond.,Callilepis laureola DC.,Callilepis laureola DC.,Callilepis laureola DC.,Callilepis laureola DC.,Callilepis laureola var. laureola,Callilepis laureola DC.
873030,Agathaea diffusa DC.,Felicia diffusa subsp. diffusa,Felicia diffusa subsp. diffusa,Felicia diffusa subsp. diffusa,Felicia diffusa (DC.) Grau,Felicia diffusa (DC.) Grau,Felicia diffusa (DC.) Grau
873036,Munychia cymbalarioides DC.,Felicia dubia Cass.,Felicia dubia Cass.,Felicia dubia Cass.,Felicia dubia Cass.,Felicia cymbalarioides (DC.) Grau,Felicia cymbalarioides (DC.) Grau
873234,Celmisia membranacea Colenso,Celmisia glandulosa Hook.f.,Celmisia glandulosa Hook.f.,Celmisia glandulosa Hook.f.,Celmisia glandulosa Hook.f.,Celmisia glandulosa var. glandulosa,Celmisia glandulosa Hook.f.
873313,Elcismia cordatifolia B.L.Rob.,Celmisia cordatifolia Buchanan,Celmisia cordatifolia Buchanan,Celmisia cordatifolia Buchanan,Celmisia cordatifolia Buchanan,Celmisia cordatifolia var. cordatifolia,Celmisia cordatifolia Buchanan
873345,Hecatactis radicans (F.Muell.) Steenis,Keysseria radicans subsp. radicans,Keysseria radicans subsp. radicans,Keysseria radicans subsp. radicans,Keysseria radicans (F.Muell.) Mattf.,Keysseria radicans (F.Muell.) Mattf.,Keysseria radicans (F.Muell.) Mattf.
873374,Erigeron pappocromus var. oblongatus Benth.,Pappochroma pappocromum (Labill.) G.L.Nesom,Pappochroma pappocromum (Labill.) G.L.Nesom,Pappochroma pappocromum (Labill.) G.L.Nesom,Pappochroma pappocromum (Labill.) G.L.Nesom,Pappochroma tasmanicum (Hook.f.) G.L.Nesom,Pappochroma tasmanicum (Hook.f.) G.L.Nesom
873378,Erigeron tasmanicus var. stellatus (Hook.f.) Hook.f.,Pappochroma tasmanicum (Hook.f.) G.L.Nesom,Pappochroma tasmanicum (Hook.f.) G.L.Nesom,Pappochroma tasmanicum (Hook.f.) G.L.Nesom,Pappochroma tasmanicum (Hook.f.) G.L.Nesom,Pappochroma stellatum (Hook.f.) G.L.Nesom,Pappochroma stellatum (Hook.f.) G.L.Nesom
873550,Brachyscome scapiformis var. montana Hook.f.,Brachyscome aculeata (Labill.) Cass. ex Less.,Brachyscome aculeata (Labill.) Cass. ex Less.,Brachyscome aculeata (Labill.) Cass. ex Less.,Brachyscome aculeata (Labill.) Cass. ex Less.,Brachyscome spathulata Gaudich.,Brachyscome spathulata Gaudich.
873551,Brachyscome scapiformis var. puberula DC.,Brachyscome aculeata (Labill.) Cass. ex Less.,Brachyscome aculeata (Labill.) Cass. ex Less.,Brachyscome aculeata (Labill.) Cass. ex Less.,Brachyscome aculeata (Labill.) Cass. ex Less.,Brachyscome spathulata Gaudich.,Brachyscome spathulata Gaudich.
873647,Bellis atlantica Boiss. & Reut.,Bellis sylvestris Cirillo,Bellis sylvestris Cirillo,Bellis sylvestris Cirillo,Bellis sylvestris Cirillo,Bellis sylvestris subsp. sylvestris,Bellis sylvestris Cirillo
873648,Bellis longifolia Orph. ex Nyman,Bellis sylvestris Cirillo,Bellis sylvestris Cirillo,Bellis sylvestris Cirillo,Bellis sylvestris Cirillo,Bellis sylvestris subsp. sylvestris,Bellis sylvestris Cirillo
873649,Doronicum bellidiastrum Sm.,Bellis sylvestris Cirillo,Bellis sylvestris Cirillo,Bellis sylvestris Cirillo,Bellis sylvestris Cirillo,Bellis sylvestris subsp. sylvestris,Bellis sylvestris Cirillo
874278,Leysera pilosella Thunb.,Afroaster hispidus (Thunb.) J.C.Manning & Goldblatt,Afroaster hispidus (Thunb.) J.C.Manning & Goldblatt,Afroaster hispidus (Thunb.) J.C.Manning & Goldblatt,Afroaster hispidus (Thunb.) J.C.Manning & Goldblatt,Zyrphelis pilosella (Thunb.) Kuntze,Zyrphelis pilosella (Thunb.) Kuntze
875930,Erigeron uralensis Less.,Erigeron acris subsp. brachycephalus (H.Lindb.) Hiitonen,Erigeron acris subsp. brachycephalus (H.Lindb.) Hiitonen,Erigeron brachycephalus H.Lindb.,Erigeron brachycephalus H.Lindb.,Erigeron uralensis Less.,Erigeron uralensis Less.
876244,Erigeron glabratus subsp. occidentalis (Vierh.) A.Pujadas,Erigeron glabratus subsp. glabratus,Erigeron glabratus subsp. glabratus,Erigeron glabratus subsp. glabratus,Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh.,Erigeron glabratus subsp. occidentalis (Vierh.) A.Pujadas,Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh.
876252,Erigeron glabratus var. occidentalis (Vierh.) O.Bolòs & Vigo,Erigeron glabratus subsp. glabratus,Erigeron glabratus subsp. glabratus,Erigeron glabratus subsp. glabratus,Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh.,Erigeron glabratus subsp. occidentalis (Vierh.) A.Pujadas,Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh.
876254,Erigeron polymorphus subsp. occidentalis Vierh.,Erigeron glabratus subsp. glabratus,Erigeron glabratus subsp. glabratus,Erigeron glabratus subsp. glabratus,Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh.,Erigeron glabratus subsp. occidentalis (Vierh.) A.Pujadas,Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh.
876539,Osmites pinnatifida DC.,Osmitopsis pinnatifida subsp. pinnatifida,Osmitopsis pinnatifida subsp. pinnatifida,Osmitopsis pinnatifida subsp. pinnatifida,Osmitopsis pinnatifida (DC.) K.Bremer,Osmitopsis pinnatifida (DC.) K.Bremer,Osmitopsis pinnatifida (DC.) K.Bremer
876569,Aster dubius f. albus (Nakai) T.Shimizu,Erigeron thunbergii A.Gray,Erigeron thunbergii A.Gray,Erigeron thunbergii A.Gray,Erigeron thunbergii A.Gray,Erigeron alpicola var. alpicola,Erigeron alpicola (Makino) Makino
876928,Tanacetum gmelinii Sch.Bip.,Chrysanthemum zawadzkii subsp. zawadzkii,Chrysanthemum zawadzkii subsp. zawadzkii,Chrysanthemum zawadzkii subsp. zawadzkii,Chrysanthemum zawadzkii Herbich,Chrysanthemum arcticum subsp. arcticum,Chrysanthemum arcticum L.
877006,Artemisia campestris subsp. sericea (Fr.) Lemke & Rothm.,Artemisia campestris L.,Artemisia campestris L.,Artemisia campestris L.,Artemisia campestris L.,Artemisia campestris subsp. campestris,Artemisia campestris L.
877008,Artemisia campestris var. adscendens (Neuman) Neuman,Artemisia campestris L.,Artemisia campestris L.,Artemisia campestris L.,Artemisia campestris L.,Artemisia campestris subsp. campestris,Artemisia campestris L.
877009,Artemisia campestris var. prostrata (Neuman) Neuman,Artemisia campestris L.,Artemisia campestris L.,Artemisia campestris L.,Artemisia campestris L.,Artemisia campestris subsp. campestris,Artemisia campestris L.
877056,Ajania furcata (M.Bieb.) Poljakov,Artemisia furcata subsp. furcata,Artemisia furcata subsp. furcata,Artemisia furcata subsp. furcata,Artemisia furcata M.Bieb.,Artemisia furcata M.Bieb.,Artemisia furcata M.Bieb.
877097,Artemisia macrobotrys Ledeb.,Artemisia laciniata subsp. laciniata,Artemisia laciniata subsp. laciniata,Artemisia laciniata subsp. laciniata,Artemisia laciniata Willd.,Artemisia tanacetifolia L.,Artemisia tanacetifolia L.
877192,Artemisia arctica subsp. ehrendorferi Korobkov,Artemisia norvegica subsp. saxatilis (Besser) H.M.Hall & Clem.,Artemisia norvegica subsp. saxatilis (Besser) H.M.Hall & Clem.,Artemisia norvegica subsp. saxatilis (Besser) H.M.Hall & Clem.,Artemisia norvegica Fr.,Artemisia ehrendorferi (Korobkov) Kuczerov & F.J.A.Daniëls ex Chepinoga,Artemisia ehrendorferi (Korobkov) Kuczerov & F.J.A.Daniëls ex Chepinoga
877294,Absinthium grandiflorum Besser,Artemisia sericea (Besser) Weber ex Stechm.,Artemisia sericea (Besser) Weber ex Stechm.,Artemisia sericea (Besser) Weber ex Stechm.,Artemisia sericea (Besser) Weber ex Stechm.,Artemisia sericea subsp. sericea,Artemisia sericea (Besser) Weber ex Stechm.
877295,Absinthium nitens Besser,Artemisia sericea (Besser) Weber ex Stechm.,Artemisia sericea (Besser) Weber ex Stechm.,Artemisia sericea (Besser) Weber ex Stechm.,Artemisia sericea (Besser) Weber ex Stechm.,Artemisia sericea subsp. sericea,Artemisia sericea (Besser) Weber ex Stechm.
877297,Artemisia coerulescens Pall.,Artemisia sericea (Besser) Weber ex Stechm.,Artemisia sericea (Besser) Weber ex Stechm.,Artemisia sericea (Besser) Weber ex Stechm.,Artemisia sericea (Besser) Weber ex Stechm.,Artemisia sericea subsp. sericea,Artemisia sericea (Besser) Weber ex Stechm.
877298,Artemisia holosericea Ledeb.,Artemisia sericea (Besser) Weber ex Stechm.,Artemisia sericea (Besser) Weber ex Stechm.,Artemisia sericea (Besser) Weber ex Stechm.,Artemisia sericea (Besser) Weber ex Stechm.,Artemisia sericea subsp. sericea,Artemisia sericea (Besser) Weber ex Stechm.
877398,Artemisia vulgaris var. kamschatica Besser,Artemisia vulgaris subsp. vulgaris,Artemisia vulgaris subsp. vulgaris,Artemisia vulgaris subsp. vulgaris,Artemisia vulgaris L.,Artemisia argyi var. argyi,Artemisia argyi H.Lév. & Vaniot
877405,Artemisia ruderalis Salisb.,Artemisia vulgaris subsp. vulgaris,Artemisia vulgaris subsp. vulgaris,Artemisia vulgaris subsp. vulgaris,Artemisia vulgaris L.,Artemisia vulgaris L.,Artemisia vulgaris L.
877638,Achillea ptarmica var. tubulosa C.G.Westerl.,Achillea ptarmica L.,Achillea ptarmica L.,Achillea ptarmica L.,Achillea ptarmica L.,Achillea ptarmica subsp. ptarmica,Achillea ptarmica L.
878221,Anthemis cossoniana Rchb.f.,Cota austriaca (Jacq.) Sch.Bip.,Cota austriaca (Jacq.) Sch.Bip.,Cota austriaca (Jacq.) Sch.Bip.,Cota austriaca (Jacq.) Sch.Bip.,Cota triumfetti subsp. triumfetti,Cota triumfetti (L.) J.Gay
878248,Anthemis melanoloma Trautv.,Cota melanoloma subsp. melanoloma,Cota melanoloma subsp. melanoloma,Cota melanoloma subsp. melanoloma,Cota melanoloma (Trautv.) Holub,Cota melanoloma (Trautv.) Holub,Cota melanoloma (Trautv.) Holub
878313,Hemipappus argenteus (Lam.) Tzvelev,Tanacetum argenteum subsp. argenteum,Tanacetum argenteum subsp. argenteum,Tanacetum argenteum subsp. argenteum,Tanacetum argenteum (Lam.) Willd.,Tanacetum argenteum (Lam.) Willd.,Tanacetum argenteum (Lam.) Willd.
878363,Pyrethrum delhayi Lem.,Tanacetum coccineum (Willd.) Grierson,Tanacetum coccineum (Willd.) Grierson,Tanacetum coccineum (Willd.) Grierson,Tanacetum coccineum (Willd.) Grierson,Tanacetum coccineum subsp. coccineum,Tanacetum coccineum (Willd.) Grierson
878451,Chrysanthemum maritimum (L.) Cav.,Tripleurospermum maritimum subsp. maritimum,Tripleurospermum maritimum subsp. maritimum,Tripleurospermum maritimum subsp. maritimum,Tripleurospermum maritimum (L.) W.D.J.Koch,Tripleurospermum maritimum (L.) W.D.J.Koch,Tripleurospermum maritimum (L.) W.D.J.Koch
878477,Leucanthemopsis pallida subsp. flaveola (Hoffmanns. & Link) M.Ladero & A.Velasco,Leucanthemopsis flaveola subsp. flaveola,Leucanthemopsis flaveola subsp. flaveola,Leucanthemopsis flaveola subsp. flaveola,Leucanthemopsis flaveola (Hoffmanns. & Link) Heywood,Leucanthemopsis flaveola (Hoffmanns. & Link) Heywood,Leucanthemopsis flaveola (Hoffmanns. & Link) Heywood
878478,Pyrethrum flaveolum Hoffmanns. & Link,Leucanthemopsis flaveola subsp. flaveola,Leucanthemopsis flaveola subsp. flaveola,Leucanthemopsis flaveola subsp. flaveola,Leucanthemopsis flaveola (Hoffmanns. & Link) Heywood,Leucanthemopsis flaveola (Hoffmanns. & Link) Heywood,Leucanthemopsis flaveola (Hoffmanns. & Link) Heywood
878479,Tanacetum flaveolum (Hoffmanns. & Link) Rothm.,Leucanthemopsis flaveola subsp. flaveola,Leucanthemopsis flaveola subsp. flaveola,Leucanthemopsis flaveola subsp. flaveola,Leucanthemopsis flaveola (Hoffmanns. & Link) Heywood,Leucanthemopsis flaveola (Hoffmanns. & Link) Heywood,Leucanthemopsis flaveola (Hoffmanns. & Link) Heywood
878489,Chrysanthemum pallidum Mill.,Leucanthemopsis pallida subsp. pallida,Leucanthemopsis pallida subsp. pallida,Leucanthemopsis pallida subsp. pallida,Leucanthemopsis pallida (Mill.) Heywood,Leucanthemopsis pallida (Mill.) Heywood,Leucanthemopsis pallida (Mill.) Heywood
878495,Tanacetum pallidum (Mill.) Maire,Leucanthemopsis pallida subsp. pallida,Leucanthemopsis pallida subsp. pallida,Leucanthemopsis pallida subsp. pallida,Leucanthemopsis pallida (Mill.) Heywood,Leucanthemopsis pallida (Mill.) Heywood,Leucanthemopsis pallida (Mill.) Heywood
878588,Santolina incana Lam.,Santolina decumbens Mill.,Santolina decumbens Mill.,Santolina decumbens Mill.,Santolina decumbens Mill.,Santolina decumbens subsp. decumbens,Santolina decumbens Mill.
878589,Santolina chamaecyparissus var. diversifolia (Jord. & Fourr.) Guinea,Santolina decumbens Mill.,Santolina decumbens Mill.,Santolina decumbens Mill.,Santolina decumbens Mill.,Santolina decumbens subsp. diversifolia (Jord. & Fourr.) Giacò & Peruzzi,Santolina decumbens Mill.
878591,Santolina chamaecyparissus subvar. diversifolia (Jord. & Fourr.) Rouy,Santolina decumbens Mill.,Santolina decumbens Mill.,Santolina decumbens Mill.,Santolina decumbens Mill.,Santolina decumbens subsp. diversifolia (Jord. & Fourr.) Giacò & Peruzzi,Santolina decumbens Mill.
878592,Santolina villosissima Poir.,Santolina decumbens Mill.,Santolina decumbens Mill.,Santolina decumbens Mill.,Santolina decumbens Mill.,Santolina decumbens subsp. decumbens,Santolina decumbens Mill.
878593,Santolina diversifolia Jord. & Fourr.,Santolina decumbens Mill.,Santolina decumbens Mill.,Santolina decumbens Mill.,Santolina decumbens Mill.,Santolina decumbens subsp. diversifolia (Jord. & Fourr.) Giacò & Peruzzi,Santolina decumbens Mill.
878676,Santolina tuberculosa Lam.,Santolina rosmarinifolia subsp. rosmarinifolia,Santolina rosmarinifolia subsp. rosmarinifolia,Santolina rosmarinifolia subsp. rosmarinifolia,Santolina rosmarinifolia L.,Santolina virens Mill.,Santolina virens Mill.
879058,Pulicaria uliginosa Hoffmanns. & Link,Pulicaria arabica (L.) Cass.,Pulicaria arabica (L.) Cass.,Pulicaria arabica (L.) Cass.,Pulicaria arabica (L.) Cass.,Pulicaria paludosa Link,Pulicaria paludosa Link
879659,Sphaeranthus gracilis Oliv.,Athroisma gracile subsp. gracile,Athroisma gracile subsp. gracile,Athroisma gracile subsp. gracile,Athroisma gracile (Oliv.) Mattf.,Athroisma gracile (Oliv.) Mattf.,Athroisma gracile (Oliv.) Mattf.
880155,Coreopsis drummondii var. wrightii A.Gray,Coreopsis basalis (Otto & A.Dietr.) S.F.Blake,Coreopsis basalis (Otto & A.Dietr.) S.F.Blake,Coreopsis basalis (Otto & A.Dietr.) S.F.Blake,Coreopsis basalis (Otto & A.Dietr.) S.F.Blake,Coreopsis wrightii (A.Gray) H.M.Parker ex E.B.Sm.,Coreopsis wrightii (A.Gray) H.M.Parker ex E.B.Sm.
880157,Coreopsis wrightii (A.Gray) H.M.Parker ex E.B.Sm.,Coreopsis basalis (Otto & A.Dietr.) S.F.Blake,Coreopsis basalis (Otto & A.Dietr.) S.F.Blake,Coreopsis basalis (Otto & A.Dietr.) S.F.Blake,Coreopsis basalis (Otto & A.Dietr.) S.F.Blake,Coreopsis wrightii (A.Gray) H.M.Parker ex E.B.Sm.,Coreopsis wrightii (A.Gray) H.M.Parker ex E.B.Sm.
880225,Coreopsis setigera Sch.Bip. ex Walp.,Bidens setigera subsp. setigera,Bidens setigera subsp. setigera,Bidens setigera subsp. setigera,Bidens setigera (Sch.Bip. ex Walp.) Sherff,Bidens setigera (Sch.Bip. ex Walp.) Sherff,Bidens setigera (Sch.Bip. ex Walp.) Sherff
880251,Coreopsis oniscicarpa Fernald,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis linifolia Nutt.,Coreopsis linifolia Nutt.
880301,Coreopsis falcata F.E.Boynton,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis falcata F.E.Boynton,Coreopsis falcata F.E.Boynton
880302,Coreopsis floridana E.B.Sm.,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis floridana E.B.Sm.,Coreopsis floridana E.B.Sm.
880304,Coreopsis linifolia Nutt.,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis linifolia Nutt.,Coreopsis linifolia Nutt.
880307,Coreopsis oniscicarpa var. simulans Fernald,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis linifolia Nutt.,Coreopsis linifolia Nutt.
880835,Calea hispida f. subintegerrima Malme,Calea triantha (Vell.) Pruski,Calea triantha (Vell.) Pruski,Calea triantha (Vell.) Pruski,Calea triantha (Vell.) Pruski,Calea subintegerrima (Malme) V.R.Bueno & G.Heiden,Calea subintegerrima (Malme) V.R.Bueno & G.Heiden
881598,Helianthus giganteus var. ambiguus Torr. & A.Gray,Helianthus giganteus L.,Helianthus giganteus L.,Helianthus giganteus L.,Helianthus giganteus L.,Helianthus × ambiguus (Torr. & A.Gray) Britton,Helianthus × ambiguus (Torr. & A.Gray) Britton
881849,Aspilia squarrosa var. serratifolia Chodat,Wedelia squarrosa (Baker) B.L.Turner,Wedelia squarrosa (Baker) B.L.Turner,Wedelia squarrosa (Baker) B.L.Turner,Wedelia squarrosa (Baker) B.L.Turner,Wedelia pallida Gardner,Wedelia pallida Gardner
882275,Viguiera immarginata (DC.) Herter,Aldama angustifolia (Hook. & Arn.) E.E.Schill. & Panero,Aldama angustifolia (Hook. & Arn.) E.E.Schill. & Panero,Aldama angustifolia (Hook. & Arn.) E.E.Schill. & Panero,Aldama angustifolia (Hook. & Arn.) E.E.Schill. & Panero,Aldama anchusifolia var. immarginata (DC.) Magenta & Pirani,Aldama anchusifolia (DC.) E.E.Schill. & Panero
883528,Railliardia scabra DC.,Dubautia scabra subsp. scabra,Dubautia scabra subsp. scabra,Dubautia scabra subsp. scabra,Dubautia scabra (DC.) D.D.Keck,Dubautia scabra (DC.) D.D.Keck,Dubautia scabra (DC.) D.D.Keck
883652,Laphamia palmeri A.Gray,Perityle palmeri S.Watson,Perityle palmeri S.Watson,Laphamia sanchezii Lichter-Marck,Laphamia sanchezii Lichter-Marck,Laphamia palmeri A.Gray,Laphamia palmeri A.Gray
885026,Brickellia extranea McVaugh,Brickellia oreithales (B.L.Rob.) Shinners,Brickellia oreithales (B.L.Rob.) Shinners,Brickellia oreithales (B.L.Rob.) Shinners,Brickellia oreithales (B.L.Rob.) Shinners,Brickellia extranea McVaugh,Brickellia extranea McVaugh
885723,Kuhnia eupatorioides var. ozarkana Shinners,Brickellia eupatorioides var. texana (Shinners) Shinners,Brickellia eupatorioides var. texana (Shinners) Shinners,Brickellia macranthra (Buckley) G.L.Nesom,Brickellia macranthra (Buckley) G.L.Nesom,Brickellia ozarkana (Shinners) G.L.Nesom,Brickellia ozarkana (Shinners) G.L.Nesom
885892,Koanophyllon lindenianum (A.Rich.) R.M.King & H.Rob.,Koanophyllon villosum subsp. villosum,Koanophyllon villosum subsp. villosum,Koanophyllon villosum subsp. villosum,Koanophyllon villosum (Sw.) R.M.King & H.Rob.,Koanophyllon villosum subsp. lindenianum (A.Rich.) Borhidi,Koanophyllon villosum (Sw.) R.M.King & H.Rob.
886018,Eupatorium decipiens Hook. & Arn.,Ophryosporus triangularis Meyen,Ophryosporus triangularis Meyen,Ophryosporus triangularis Meyen,Ophryosporus triangularis Meyen,Heterocondylus decipiens (Hook. & Arn.) R.M.King & H.Rob.,Heterocondylus decipiens (Hook. & Arn.) R.M.King & H.Rob.
886241,Trilisa (Cass.) Cass.,Carphephorus Cass.,Carphephorus Cass.,Carphephorus Cass.,,Trilisa (Cass.) Cass.,
886366,Haplosticha Phil.,Senecio L.,Senecio L.,Senecio L.,,Haplosticha Phil.,
886374,Iocenes B.Nord.,Senecio L.,Senecio L.,Senecio L.,,Iocenes B.Nord.,
886694,Vogtia Oberpr. & Sonboli,Tanacetum L.,Tanacetum L.,Tanacetum L.,,Vogtia Oberpr. & Sonboli,
887085,Berkheyopsis O.Hoffm.,Gorteria L.,Gorteria L.,Gorteria L.,,Berkheyopsis O.Hoffm.,
887090,Avellara Blanca & C.Díaz,Scorzonera L.,Scorzonera L.,Scorzonera L.,,Avellara Blanca & C.Díaz,
887255,Epitrachys (DC. ex Duby) K.Koch,Cirsium Mill.,Cirsium Mill.,Cirsium Mill.,,Epitrachys (DC. ex Duby) K.Koch,
887262,Lophiolepis Cass.,Cirsium Mill.,Cirsium Mill.,Cirsium Mill.,,Lophiolepis Cass.,
887759,Aragallus viscidulus var. depressus Rydb.,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha (Pall.) Pers.,Oxytropis borealis var. viscida (Nutt.) S.L.Welsh,Oxytropis borealis DC.
887760,Oxytropis leucantha var. depressa (Rydb.) B.Boivin,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha (Pall.) Pers.,Oxytropis borealis var. viscida (Nutt.) S.L.Welsh,Oxytropis borealis DC.
888357,Lycopodium plumosum var. penniforme (Lam.) Steud.,Selaginella haenkeana Spring,Selaginella haenkeana Spring,Selaginella haenkeana Spring,Selaginella haenkeana Spring,Selaginella radiata (Aubl.) Baker,Selaginella radiata (Aubl.) Baker
889540,Isoetes echinospora var. muricata (Durieu) Engelm.,Isoetes echinospora Durieu,Isoetes echinospora Durieu,Isoetes echinospora Durieu,Isoetes echinospora Durieu,Isoetes setacea Lam.,Isoetes setacea Lam.
889541,Isoetes echinospora subf. lativelata Iversen,Isoetes echinospora Durieu,Isoetes echinospora Durieu,Isoetes echinospora Durieu,Isoetes echinospora Durieu,Isoetes tenella (Léman) Desv.,Isoetes tenella (Léman) Desv.
